ASV domain phylum class order family genus species
ASV_320 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales SC-I-84 NA NA
ASV_321 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_322 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_323 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae NA NA
ASV_324 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales A21b NA NA
ASV_325 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium NA
ASV_326 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_327 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_328 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_329 Bacteria Chloroflexi TK10 NA NA NA NA
ASV_330 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_331 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_332 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_333 Bacteria Actinobacteriota Actinobacteria Streptomycetales Streptomycetaceae Streptomyces NA
ASV_334 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_335 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_336 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_337 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_338 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_340 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_341 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_342 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Luteibacter NA
ASV_343 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_344 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Ferruginibacter NA
ASV_345 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_346 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_347 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_348 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_349 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_350 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae NA NA
ASV_351 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Dokdonella NA
ASV_352 Bacteria NA NA NA NA NA NA
ASV_353 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Burkholderiaceae Limnobacter NA
ASV_354 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_355 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) NA NA
ASV_356 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_357 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_358 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae Devosia NA
ASV_360 Bacteria NA NA NA NA NA NA
ASV_361 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_362 Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae NA NA
ASV_363 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_364 Bacteria Myxococcota Polyangia Polyangiales BIrii41 NA NA
ASV_365 Bacteria Proteobacteria Gammaproteobacteria NA NA NA NA
ASV_366 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_367 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_368 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_369 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Granulicella NA
ASV_371 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_372 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_373 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_374 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_375 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_376 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_378 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_379 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_380 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_381 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_382 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_383 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_384 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_385 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_386 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_387 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_388 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_389 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_390 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_391 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_393 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae Roseiarcus NA
ASV_394 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_395 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Parafilimonas NA
ASV_396 Bacteria Chloroflexi KD4-96 NA NA NA NA
ASV_397 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_398 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_399 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_400 Bacteria Myxococcota Polyangia Haliangiales Haliangiaceae Haliangium NA
ASV_402 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_403 Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae Reyranella NA
ASV_404 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_405 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_406 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_407 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae NA NA
ASV_408 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_409 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Rhizorhapis NA
ASV_410 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_411 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_412 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_413 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_414 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_415 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Solirubrobacter NA
ASV_416 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_417 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_418 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_419 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_420 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae NA NA
ASV_421 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_422 Bacteria NA NA NA NA NA NA
ASV_423 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Labraceae Labrys NA
ASV_424 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_425 Bacteria Actinobacteriota Actinobacteria Frankiales Nakamurellaceae Nakamurella NA
ASV_426 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_429 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_430 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales 67-14 NA NA
ASV_431 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_432 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_433 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_434 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Candidatus Nostocoida NA
ASV_435 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_436 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_437 Bacteria Actinobacteriota Actinobacteria Kineosporiales Kineosporiaceae NA NA
ASV_438 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_439 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter NA
ASV_440 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Luteibacter NA
ASV_441 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_442 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) NA NA
ASV_443 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Luteibacter NA
ASV_444 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 NA
ASV_445 Bacteria Acidobacteriota Acidobacteriae Bryobacterales Bryobacteraceae Bryobacter NA
ASV_446 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_447 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_448 Bacteria NA NA NA NA NA NA
ASV_449 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_450 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_451 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rudaea NA
ASV_452 Bacteria Actinobacteriota Actinobacteria Catenulisporales Actinospicaceae Actinospica NA
ASV_453 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_454 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium NA
ASV_455 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_456 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Burkholderiaceae Burkholderia-Caballeronia-Paraburkholderia NA
ASV_457 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes NA
ASV_458 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae Ellin6067 NA
ASV_459 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_460 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_461 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_462 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_463 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae NA NA
ASV_464 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_465 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_466 Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae NA NA
ASV_467 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_468 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Koribacteraceae Candidatus Koribacter NA
ASV_469 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae Pseudonocardia NA
ASV_470 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_471 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_472 Bacteria Verrucomicrobiota Verrucomicrobiae Chthoniobacterales Chthoniobacteraceae Candidatus Udaeobacter NA
ASV_473 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_474 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae Phenylobacterium NA
ASV_475 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_476 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae NA NA
ASV_477 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_478 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales Acidobacteriaceae (Subgroup 1) Edaphobacter NA
ASV_479 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_480 Bacteria Firmicutes Bacilli Bacillales NA NA NA
ASV_482 Bacteria Chloroflexi KD4-96 NA NA NA NA
ASV_483 Bacteria Planctomycetota Planctomycetes Isosphaerales Isosphaeraceae Aquisphaera NA
ASV_484 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_485 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_486 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_487 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_488 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales A0839 NA NA
ASV_489 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_490 Bacteria Actinobacteriota Acidimicrobiia Microtrichales NA NA NA
ASV_491 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Oxalobacteraceae Massilia NA
ASV_492 Bacteria Proteobacteria Alphaproteobacteria Sphingomonadales Sphingomonadaceae Sphingomonas NA
ASV_493 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_494 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_495 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_496 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_497 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_498 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_499 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_500 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_501 Bacteria Proteobacteria Gammaproteobacteria Gammaproteobacteria Incertae Sedis Unknown Family_4 Acidibacter NA
ASV_502 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
ASV_503 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_504 Bacteria Actinobacteriota Thermoleophilia Gaiellales Gaiellaceae Gaiella NA
ASV_505 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_506 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_507 Bacteria Chloroflexi Ktedonobacteria Ktedonobacterales Ktedonobacteraceae HSB OF53-F07 NA
ASV_508 Bacteria Proteobacteria Gammaproteobacteria WD260 NA NA NA
ASV_509 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Dokdonella NA
ASV_510 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_511 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_512 Bacteria NA NA NA NA NA NA
ASV_513 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_514 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Edaphobaculum NA
ASV_515 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales NA NA NA
ASV_516 Bacteria Bacteroidota Bacteroidia Sphingobacteriales Sphingobacteriaceae Mucilaginibacter NA
ASV_517 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_518 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_519 Bacteria Actinobacteriota Actinobacteria NA NA NA NA
ASV_521 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_523 Bacteria Proteobacteria Alphaproteobacteria Reyranellales Reyranellaceae Reyranella NA
ASV_524 Bacteria Actinobacteriota Actinobacteria Frankiales Frankiaceae Jatrophihabitans NA
ASV_525 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_526 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_527 Bacteria Proteobacteria Alphaproteobacteria Caulobacterales Caulobacteraceae NA NA
ASV_528 Bacteria Actinobacteriota Thermoleophilia Solirubrobacterales Solirubrobacteraceae Conexibacter NA
ASV_529 Bacteria Actinobacteriota Actinobacteria Pseudonocardiales Pseudonocardiaceae NA NA
ASV_531 Bacteria Proteobacteria Alphaproteobacteria NA NA NA NA
ASV_532 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae NA NA
ASV_533 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Nitrosomonadaceae IS-44 NA
ASV_534 Bacteria Actinobacteriota Actinobacteria Corynebacteriales Mycobacteriaceae Mycobacterium NA
ASV_535 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae Actinoplanes NA
ASV_536 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_537 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae NA NA
ASV_538 Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas NA
ASV_539 Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae NA NA
ASV_540 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_541 Bacteria Actinobacteriota Actinobacteria Streptosporangiales Thermomonosporaceae Actinocorallia NA
ASV_542 Bacteria Actinobacteriota Acidimicrobiia Microtrichales Iamiaceae Iamia NA
ASV_543 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_544 Bacteria Proteobacteria Alphaproteobacteria Acetobacterales Acetobacteraceae NA NA
ASV_545 Bacteria Actinobacteriota Acidimicrobiia IMCC26256 NA NA NA
ASV_546 Bacteria NA NA NA NA NA NA
ASV_547 Bacteria Firmicutes Bacilli Bacillales Planococcaceae NA NA
ASV_548 Bacteria Actinobacteriota Actinobacteria Frankiales Acidothermaceae Acidothermus NA
ASV_549 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae NA NA
ASV_550 Bacteria Actinobacteriota Actinobacteria Propionibacteriales Nocardioidaceae Marmoricola NA
ASV_551 Bacteria Actinobacteriota Actinobacteria Micromonosporales Micromonosporaceae NA NA
ASV_552 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_553 Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae Puia NA
ASV_554 Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae NA NA
ASV_555 Bacteria Acidobacteriota Acidobacteriae Solibacterales Solibacteraceae Candidatus Solibacter NA
ASV_556 Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rudaea NA
ASV_558 Bacteria Acidobacteriota Acidobacteriae Acidobacteriales NA NA NA
