ASV kingdom phylum class order family genus species
ASV_1111 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrophorus Hygrophorus_pustulatus
ASV_1112 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA Hyaloscyphaceae_sp
ASV_1113 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae Schizothecium Schizothecium_sp
ASV_1114 Fungi NA NA NA NA NA NA
ASV_1115 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae NA NA
ASV_1118 Fungi Ascomycota NA NA NA NA NA
ASV_1119 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1121 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_1123 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella NA
ASV_1124 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_1125 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis NA NA
ASV_1126 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_1127 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1128 Fungi NA NA NA NA NA NA
ASV_1129 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1130 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA Lasiosphaeriaceae_sp
ASV_1131 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1132 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_strobilinoidea
ASV_1133 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1134 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Microglossum Microglossum_atropurpureum
ASV_1135 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Neonectria Neonectria_major
ASV_1136 Fungi Glomeromycota NA NA NA NA Glomeromycota_sp
ASV_1137 Fungi Ascomycota Leotiomycetes Phacidiales Phacidiaceae Gremmenia Gremmenia_infestans
ASV_1138 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Tylospora Tylospora_asterophora
ASV_1140 Fungi NA NA NA NA NA Fungi_sp
ASV_1142 Fungi Ascomycota Sordariomycetes NA NA NA NA
ASV_1144 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1147 Fungi NA NA NA NA NA NA
ASV_1149 Fungi Ascomycota Sordariomycetes NA NA NA Sordariomycetes_sp
ASV_1150 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena Mycena_sp
ASV_1151 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_1152 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1153 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1154 Fungi NA NA NA NA NA Fungi_sp
ASV_1155 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis NA NA
ASV_1156 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae NA Helotiaceae_sp
ASV_1157 Fungi Ascomycota NA NA NA NA NA
ASV_1158 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1159 Fungi NA NA NA NA NA NA
ASV_1160 Fungi Ascomycota Leotiomycetes Helotiales Myxotrichaceae Oidiodendron NA
ASV_1161 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1163 Fungi NA NA NA NA NA NA
ASV_1164 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1165 Fungi NA NA NA NA NA NA
ASV_1168 Fungi NA NA NA NA NA NA
ASV_1171 Fungi NA NA NA NA NA NA
ASV_1173 Fungi Basidiomycota Agaricomycetes Sebacinales Sebacinaceae Sebacina Sebacina_sp
ASV_1174 Fungi NA NA NA NA NA Fungi_sp
ASV_1176 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_1177 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Allophylaria Allophylaria_subliciformis
ASV_1178 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae NA NA
ASV_1179 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae NA NA
ASV_1180 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Gibberella NA
ASV_1181 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_1182 Fungi Ascomycota Sordariomycetes Coniochaetales Coniochaetaceae NA NA
ASV_1183 Fungi NA NA NA NA NA NA
ASV_1184 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1185 Fungi Rozellomycota NA NA NA NA NA
ASV_1186 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae Gibberella Gibberella_tricincta
ASV_1187 Fungi Ascomycota Pezizomycetes Pezizales Pyronemataceae NA NA
ASV_1188 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1189 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_1190 Fungi Ascomycota Sordariomycetes Hypocreales Nectriaceae NA NA
ASV_1191 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1193 Fungi Ascomycota NA NA NA NA NA
ASV_1195 Fungi Ascomycota NA NA NA NA NA
ASV_1196 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1197 Fungi Basidiomycota Agaricomycetes Sebacinales Sebacinaceae Sebacina Sebacina_sp
ASV_1199 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1201 Fungi NA NA NA NA NA Fungi_sp
ASV_1202 Fungi NA NA NA NA NA NA
ASV_1203 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1204 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Albotricha Albotricha_sp
ASV_1206 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1207 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Thelephora Thelephora_atra
ASV_1208 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1209 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA Clavariaceae_sp
ASV_1210 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1211 Fungi Ascomycota Sordariomycetes Hypocreales Bionectriaceae Clonostachys NA
ASV_1215 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae NA Serendipitaceae_sp
ASV_1216 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella NA
ASV_1217 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1218 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae NA NA
ASV_1219 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae NA NA
ASV_1220 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1222 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1223 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae NA NA
ASV_1224 Fungi Ascomycota NA NA NA NA NA
ASV_1225 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_1227 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum Lachnum_pygmaeum
ASV_1228 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1229 Fungi Ascomycota NA NA NA NA NA
ASV_1230 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1231 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1232 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA NA
ASV_1233 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavulinopsis NA
ASV_1234 Fungi NA NA NA NA NA NA
ASV_1235 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1236 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae NA NA
ASV_1237 Fungi Ascomycota Lecanoromycetes Ostropales NA NA NA
ASV_1238 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Oculimacula Oculimacula_sp
ASV_1239 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1240 Fungi Ascomycota Dothideomycetes Pleosporales NA NA Pleosporales_sp
ASV_1242 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1243 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1244 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum Lachnum_sp
ASV_1246 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1247 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA Ceratobasidiaceae_sp
ASV_1248 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1249 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1250 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1251 Fungi Ascomycota NA NA NA NA NA
ASV_1252 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1254 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1255 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1256 Fungi Basidiomycota Agaricomycetes Agaricales Cortinariaceae Cortinarius Cortinarius_diasemospermus
ASV_1257 Fungi NA NA NA NA NA NA
ASV_1258 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma Solicoccozyma_terricola
ASV_1259 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1260 Fungi Ascomycota Dothideomycetes Capnodiales Extremaceae NA Extremaceae_sp
ASV_1261 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1262 Fungi Ascomycota Sordariomycetes Hypocreales NA NA Hypocreales_sp
ASV_1263 Fungi Ascomycota Leotiomycetes Thelebolales Thelebolaceae Thelebolus NA
ASV_1265 Fungi Basidiomycota Tremellomycetes Trichosporonales Trichosporonaceae Apiotrichum NA
ASV_1267 Fungi Basidiomycota Agaricomycetes Agaricales NA NA NA
ASV_1268 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1269 Fungi Basidiomycota Agaricomycetes Cantharellales Ceratobasidiaceae NA NA
ASV_1271 Fungi Basidiomycota Tremellomycetes Tremellales Bulleribasidiaceae Vishniacozyma Vishniacozyma_victoriae
ASV_1272 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Athelopsis Athelopsis_lembospora
ASV_1275 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1278 Fungi Basidiomycota Agaricomycetes Geastrales NA NA Geastrales_sp
ASV_1279 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1280 Fungi Ascomycota NA NA NA NA NA
ASV_1282 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_1284 Fungi Ascomycota NA NA NA NA NA
ASV_1285 Fungi Ascomycota NA NA NA NA NA
ASV_1286 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1288 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_1289 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella NA
ASV_1290 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1291 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1293 Fungi NA NA NA NA NA NA
ASV_1294 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1295 Fungi Ascomycota Leotiomycetes Helotiales Myxotrichaceae Oidiodendron NA
ASV_1296 Fungi Ascomycota NA NA NA NA NA
ASV_1297 Fungi NA NA NA NA NA Fungi_sp
ASV_1298 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Lactarius Lactarius_flexuosus
ASV_1299 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1300 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1302 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella Tomentella_sp
ASV_1303 Fungi Ascomycota Orbiliomycetes Orbiliales Orbiliaceae NA Orbiliaceae_sp
ASV_1304 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1305 Fungi Basidiomycota Agaricomycetes Auriculariales NA NA Auriculariales_sp
ASV_1308 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavulinopsis Clavulinopsis_helvola
ASV_1309 Fungi Ascomycota Dothideomycetes Pleosporales Sporormiaceae NA NA
ASV_1311 Fungi Ascomycota Sordariomycetes Sordariales NA NA Sordariales_sp
ASV_1312 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_1313 Fungi Ascomycota NA NA NA NA NA
ASV_1314 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_1315 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_1316 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Leohumicola NA
ASV_1317 Fungi Ascomycota Dothideomycetes NA NA NA Dothideomycetes_sp
ASV_1319 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Camarophyllopsis Camarophyllopsis_atrovelutina
ASV_1320 Fungi Basidiomycota Agaricomycetes Agaricales NA NA Agaricales_sp
ASV_1322 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1324 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1325 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1326 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Tylospora Tylospora_asterophora
ASV_1327 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_1328 Fungi Ascomycota NA NA NA NA NA
ASV_1329 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1330 Fungi Ascomycota Dothideomycetes Capnodiales Extremaceae NA Extremaceae_sp
ASV_1331 Fungi Basidiomycota Agaricomycetes Trechisporales NA NA Trechisporales_sp
ASV_1333 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae NA Hyaloscyphaceae_sp
ASV_1334 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1337 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Trimmatostroma Trimmatostroma_salicis
ASV_1339 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1340 Fungi Ascomycota Sordariomycetes Hypocreales Hypocreales_fam_Incertae_sedis Acremonium Acremonium_sp
ASV_1341 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_1342 Fungi Ascomycota Dothideomycetes Pleosporales NA NA NA
ASV_1343 Fungi Olpidiomycota Olpidiomycetes Olpidiales Olpidiaceae NA Olpidiaceae_sp
ASV_1344 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1346 Fungi Ascomycota NA NA NA NA NA
ASV_1347 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Delicatula Delicatula_integrella
ASV_1349 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1350 Fungi Basidiomycota Agaricomycetes Agaricales Hygrophoraceae Hygrocybe Hygrocybe_sp
ASV_1351 Fungi Ascomycota Saccharomycetes Saccharomycetales Saccharomycetales_fam_Incertae_sedis Nadsonia Nadsonia_commutata
ASV_1352 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA Clavariaceae_sp
ASV_1353 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1355 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1356 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_1358 Fungi NA NA NA NA NA NA
ASV_1359 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1360 Fungi NA NA NA NA NA NA
ASV_1361 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1362 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_1363 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1364 Fungi Basidiomycota Agaricomycetes Russulales Russulaceae Russula Russula_sanguinea
ASV_1365 Fungi NA NA NA NA NA NA
ASV_1366 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_1367 Fungi Ascomycota NA NA NA NA NA
ASV_1368 Fungi Basidiomycota Agaricomycetes NA NA NA NA
ASV_1369 Fungi Ascomycota Sordariomycetes Chaetosphaeriales Chaetosphaeriaceae Dinemasporium NA
ASV_1370 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1372 Fungi Ascomycota Dothideomycetes Capnodiales Extremaceae NA NA
ASV_1373 Fungi Ascomycota Leotiomycetes Helotiales Dermateaceae Pezicula NA
ASV_1374 Fungi Ascomycota NA NA NA NA NA
ASV_1376 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA Clavariaceae_sp
ASV_1377 Fungi NA NA NA NA NA NA
ASV_1378 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Clitopilus Clitopilus_hobsonii
ASV_1380 Fungi Basidiomycota Agaricomycetes Thelephorales Thelephoraceae Tomentella NA
ASV_1381 Fungi Ascomycota Leotiomycetes Helotiales Myxotrichaceae Oidiodendron Oidiodendron_sp
ASV_1382 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_1383 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae NA NA
ASV_1384 Fungi Basidiomycota Agaricomycetes Sebacinales Sebacinaceae NA Sebacinaceae_sp
ASV_1385 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1386 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA NA
ASV_1387 Fungi Ascomycota Dothideomycetes Mytilinidales Gloniaceae NA NA
ASV_1390 Fungi Glomeromycota Glomeromycetes Glomerales Glomeraceae NA Glomeraceae_sp
ASV_1391 Fungi NA NA NA NA NA NA
ASV_1392 Fungi Basidiomycota Agaricomycetes Trechisporales Hydnodontaceae Luellia Luellia_sp
ASV_1393 Fungi Ascomycota NA NA NA NA Ascomycota_sp
ASV_1394 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1395 Fungi Ascomycota Dothideomycetes Pleosporales Melanommataceae Petrakia Petrakia_sp
ASV_1396 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_1397 Fungi Basidiomycota Agaricomycetes Atheliales Atheliaceae Piloderma NA
ASV_1399 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1401 Fungi Mucoromycota Mucoromycetes Mucorales Mucoraceae Mucor Mucor_moelleri
ASV_1402 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella Mortierella_cystojenkinii
ASV_1403 Fungi Ascomycota Sordariomycetes Sordariales NA NA NA
ASV_1404 Fungi Basidiomycota Agaricomycetes Agaricales Tricholomataceae Mycena NA
ASV_1405 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1407 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae NA NA
ASV_1408 Fungi Ascomycota Dothideomycetes Pleosporales Cucurbitariaceae Pyrenochaeta Pyrenochaeta_sp
ASV_1409 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA Herpotrichiellaceae_sp
ASV_1410 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA NA
ASV_1411 Fungi Ascomycota Leotiomycetes Helotiales Helotiales_fam_Incertae_sedis Leohumicola Leohumicola_sp
ASV_1412 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavulinopsis Clavulinopsis_luteoalba
ASV_1413 Fungi Basidiomycota Agaricomycetes Agaricales Cortinariaceae Cortinarius NA
ASV_1414 Fungi NA NA NA NA NA NA
ASV_1415 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1416 Fungi Basidiomycota Agaricomycetes Agaricales Entolomataceae Clitopilus Clitopilus_hobsonii
ASV_1417 Fungi Ascomycota NA NA NA NA NA
ASV_1418 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1419 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1420 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1423 Fungi Ascomycota Archaeorhizomycetes Archaeorhizomycetales Archaeorhizomycetaceae Archaeorhizomyces Archaeorhizomyces_sp
ASV_1425 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1426 Fungi Ascomycota Sordariomycetes Hypocreales Stachybotryaceae Myrothecium Myrothecium_sp
ASV_1427 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_1428 Fungi Ascomycota Leotiomycetes NA NA NA Leotiomycetes_sp
ASV_1431 Fungi Mortierellomycota Mortierellomycetes Mortierellales Mortierellaceae Mortierella NA
ASV_1432 Fungi Ascomycota Dothideomycetes Pleosporales Leptosphaeriaceae NA NA
ASV_1433 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1434 Fungi Ascomycota Eurotiomycetes Eurotiales Aspergillaceae Penicillium NA
ASV_1436 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Mycosymbioces Mycosymbioces_sp
ASV_1438 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
ASV_1439 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavaria Clavaria_sp
ASV_1440 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Neobulgaria Neobulgaria_sp
ASV_1441 Fungi Basidiomycota Agaricomycetes Agaricales Inocybaceae Inocybe Inocybe_sp
ASV_1442 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1443 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1444 Fungi Ascomycota Leotiomycetes Helotiales NA NA NA
ASV_1445 Fungi Ascomycota Dothideomycetes Pleosporales NA NA Pleosporales_sp
ASV_1446 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_1447 Fungi Basidiomycota Agaricomycetes Agaricales Clavariaceae Clavulinopsis Clavulinopsis_helvola
ASV_1448 Fungi Basidiomycota Tremellomycetes Filobasidiales Piskurozymaceae Solicoccozyma NA
ASV_1449 Fungi Ascomycota Eurotiomycetes Verrucariales Verrucariaceae NA NA
ASV_1450 Fungi Ascomycota Sordariomycetes Sordariales Chaetomiaceae Humicola NA
ASV_1451 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_1452 Fungi Ascomycota Eurotiomycetes Chaetothyriales Herpotrichiellaceae NA NA
ASV_1453 Fungi Ascomycota Leotiomycetes Helotiales Helotiaceae Allophylaria Allophylaria_subliciformis
ASV_1454 Fungi Ascomycota NA NA NA NA NA
ASV_1455 Fungi Ascomycota NA NA NA NA NA
ASV_1456 Fungi Ascomycota Leotiomycetes Phacidiales Phacidiaceae Gremmenia Gremmenia_infestans
ASV_1457 Fungi Ascomycota NA NA NA NA NA
ASV_1458 Fungi NA NA NA NA NA NA
ASV_1459 Fungi NA NA NA NA NA NA
ASV_1460 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_1461 Fungi Ascomycota Eurotiomycetes Chaetothyriales NA NA Chaetothyriales_sp
ASV_1462 Fungi Ascomycota Leotiomycetes Helotiales NA NA Helotiales_sp
ASV_1463 Fungi Ascomycota Leotiomycetes Helotiales Hyaloscyphaceae Lachnum NA
ASV_1464 Fungi Ascomycota Sordariomycetes Sordariales Lasiosphaeriaceae NA NA
ASV_1465 Fungi Basidiomycota Agaricomycetes Sebacinales NA NA NA
ASV_1466 Fungi Ascomycota Leotiomycetes Helotiales Leotiaceae Pezoloma Pezoloma_ericae
ASV_1467 Fungi Ascomycota Geoglossomycetes Geoglossales Geoglossaceae Trichoglossum Trichoglossum_walteri
ASV_1468 Fungi Ascomycota Leotiomycetes NA NA NA NA
ASV_1469 Fungi Basidiomycota Agaricomycetes Sebacinales Serendipitaceae Serendipita Serendipita_sp
